1393871,36.76,101065.65,21.60,0.14,4.89,0.02,-0.14,-0.01,-0.02,0.00,0.78,45.735222,-61.909603,40.60,6154.57,0.17,17:39:22.50
1393931,36.77,101069.30,21.30,0.18,4.87,0.03,-0.14,-0.02,-0.02,0.00,0.78,45.735222,-61.909603,40.60,6154.57,0.17,17:39:22.60
1393991,36.77,101068.85,21.34,0.14,4.87,0.07,-0.14,-0.04,-0.03,0.00,0.78,45.735222,-61.909603,40.60,6154.57,0.19,17:39:22.70
1394051,36.77,101069.40,21.29,0.14,4.88,0.03,-0.14,-0.03,-0.03,0.00,0.78,45.735222,-61.909603,40.60,6154.57,0.20,17:39:22.80
1394111,36.77,101064.82,21.67,0.13,4.91,0.04,-0.14,-0.04,-0.02,0.00,0.78,45.735222,-61.909603,40.60,6154.57,0.20,17:39:22.80
1394171,36.77,101069.70,21.26,0.13,4.87,0.02,-0.14,-0.01,-0.02,0.00,0.78,45.735222,-61.909603,40.60,6154.57,0.20,17:39:22.80
1394231,36.77,101066.84,21.62,0.18,4.88,0.07,-0.14,-0.01,-0.02,0.00,0.78,45.735222,-61.909603,40.60,6154.57,0.20,17:39:22.90
1394291,36.77,101067.32,21.67,0.14,4.87,0.04,-0.14,-0.03,-0.03,0.00,0.78,45.735222,-61.909607,40.60,6154.57,0.04,17:39:23.00
1394351,36.76,101067.70,21.43,0.16,4.88,0.04,-0.14,-0.04,-0.03,0.00,0.78,45.735222,-61.909607,40.60,6154.57,0.04,17:39:23.00
1394411,36.76,101063.82,21.76,0.13,4.88,0.02,-0.15,-0.04,-0.03,0.00,0.78,45.735222,-61.909607,40.60,6154.57,0.04,17:39:23.00
1394471,36.76,101064.24,21.72,0.14,4.87,0.00,-0.14,-0.02,-0.02,0.00,0.78,45.735222,-61.909607,40.60,4544.11,0.19,17:39:23.20
1394531,36.76,101066.60,21.52,0.16,4.87,0.03,-0.15,-0.02,-0.01,0.00,0.78,45.735222,-61.909607,40.60,4544.11,0.19,17:39:23.20
1394591,36.77,101066.20,21.56,0.18,4.87,0.04,-0.13,-0.02,-0.02,0.00,0.78,45.735222,-61.909607,40.60,4544.11,0.19,17:39:23.20
1394651,36.77,101066.48,21.53,0.16,4.86,0.00,-0.15,-0.03,-0.03,0.00,0.78,45.735222,-61.909607,40.60,4544.11,0.17,17:39:23.40
1394711,36.77,101066.97,21.49,0.15,4.86,0.00,-0.14,-0.04,-0.03,0.00,0.78,45.735222,-61.909607,40.60,4544.11,0.17,17:39:23.40
1394771,36.77,101068.24,21.39,0.12,4.90,0.08,-0.15,-0.04,-0.02,0.00,0.78,45.735222,-61.909607,40.60,4544.11,0.17,17:39:23.40
1394831,36.77,101067.70,21.43,0.16,4.87,-0.00,-0.14,-0.02,-0.02,0.00,0.78,45.735222,-61.909607,40.60,4544.11,0.17,17:39:23.50
1394891,36.76,101064.78,21.68,0.15,4.89,0.04,-0.14,-0.02,-0.02,0.00,0.78,45.735222,-61.909607,40.60,4544.11,0.17,17:39:23.50
1394951,36.77,101068.30,21.38,0.18,4.90,0.04,-0.14,-0.02,-0.02,0.00,0.78,45.735222,-61.909607,40.60,4544.11,0.28,17:39:23.70
1395011,36.77,101066.37,21.54,0.16,4.91,0.05,-0.14,-0.04,-0.03,0.00,0.78,45.735222,-61.909607,40.60,4544.11,0.28,17:39:23.70
1395071,36.77,101062.43,21.87,0.13,5.15,0.02,-0.14,-0.02,-0.02,0.00,0.78,45.735222,-61.909607,40.60,4544.11,0.28,17:39:23.70
1395131,36.77,101054.76,22.51,0.08,5.89,0.18,-0.11,0.09,-0.02,0.00,0.78,45.735222,-61.909607,40.50,4544.11,0.28,17:39:23.80
1395191,36.77,101051.88,22.75,-0.00,6.53,-0.40,-0.00,0.10,-0.08,0.00,0.78,45.735222,-61.909607,40.50,4544.11,0.28,17:39:23.80
1395251,36.77,101050.35,22.88,-0.66,19.69,0.53,-0.36,0.42,0.08,0.00,0.78,45.735222,-61.909607,40.50,4544.11,0.17,17:39:24.00
1395311,36.77,101050.33,22.88,-0.64,39.23,0.00,0.94,-1.19,-0.07,0.00,0.78,45.735222,-61.909607,40.50,4544.11,0.17,17:39:24.00
1395371,36.77,101036.69,24.02,-1.70,35.29,12.18,0.65,-4.02,0.07,0.00,0.78,45.735222,-61.909607,40.50,4544.11,0.09,17:39:24.10
1395431,36.76,101005.15,26.65,0.86,57.88,-0.23,-0.24,-4.14,-0.09,0.00,0.78,45.735222,-61.909607,40.50,4544.11,0.09,17:39:24.10
1395491,36.76,101009.55,26.28,-0.24,25.23,0.14,-1.13,-2.59,0.35,0.00,0.78,45.735222,-61.909607,40.50,4544.11,0.17,17:39:24.20
1395551,36.75,101011.70,26.10,-0.02,20.51,-0.26,-1.59,-1.22,0.53,0.00,0.78,45.735222,-61.909607,40.50,4544.11,0.15,17:39:24.30
1395611,36.75,101002.97,26.83,-0.78,18.23,-0.98,-1.59,0.28,0.40,0.00,0.78,45.735222,-61.909607,40.50,4544.11,0.15,17:39:24.30
1395671,36.75,100978.70,28.85,-0.64,16.84,-1.51,-0.98,1.70,-0.17,0.00,0.78,45.735222,-61.909607,40.50,4544.11,0.15,17:39:24.30
1395731,36.74,100950.57,31.20,-0.12,15.93,-1.56,-0.04,2.83,-0.46,0.00,0.78,45.735222,-61.909607,40.50,4544.11,0.15,17:39:24.30
1395791,36.75,100932.49,32.71,0.30,15.76,-1.23,0.78,4.05,-0.14,0.00,0.78,45.735222,-61.909607,40.50,4544.11,0.19,17:39:24.50
1395851,36.74,100915.34,34.14,0.40,15.34,-0.25,0.57,4.70,0.59,0.00,0.78,45.735222,-61.909607,40.50,4544.11,0.19,17:39:24.50
1395911,36.75,100901.79,36.37,0.23,14.96,0.35,-0.28,4.57,1.01,0.00,0.82,45.735222,-61.909607,40.50,4544.11,0.19,17:39:24.60
1395973,36.74,100857.39,38.98,-0.23,14.30,-0.11,-1.40,5.32,1.20,0.00,0.82,45.735222,-61.909607,40.50,4544.11,0.19,17:39:24.60
1396031,36.74,100847.52,39.81,-1.39,14.03,-2.23,-1.38,5.73,0.35,0.00,0.82,45.735222,-61.909607,40.50,4544.11,0.17,17:39:24.80
1396091,36.73,100815.06,42.52,-0.24,14.06,-2.44,0.37,6.32,-0.36,0.00,0.82,45.735222,-61.909607,40.50,4544.11,0.17,17:39:24.80
1396151,36.72,100806.92,43.20,-0.24,13.85,-0.38,0.45,6.36,0.46,0.00,0.82,45.735222,-61.909607,40.50,4544.11,0.17,17:39:24.80
1396211,36.72,100794.25,44.26,-0.34,13.91,-0.57,0.00,7.05,0.42,0.00,0.82,45.735222,-61.909607,40.50,4544.11,0.17,17:39:24.90
1396271,36.71,100773.10,46.02,-0.63,13.82,-1.35,-0.65,7.01,0.08,0.00,0.82,45.735222,-61.909607,40.50,4544.11,0.17,17:39:24.90
1396331,36.70,100749.32,48.01,-0.38,13.44,-1.36,-0.26,7.16,-0.19,0.00,0.82,45.735222,-61.909607,40.50,4544.11,0.17,17:39:24.90
1396391,36.69,100710.65,51.24,0.17,13.01,-2.25,0.45,7.76,0.67,0.00,0.82,45.735222,-61.909607,40.50,4544.11,0.13,17:39:25.10
1396451,36.68,100669.80,54.66,-0.16,12.57,-0.45,1.40,8.03,1.65,0.00,0.82,45.735222,-61.909607,40.50,4544.11,0.13,17:39:25.20
1396511,36.66,100652.80,56.08,-3.44,12.73,-0.02,-0.57,8.73,-0.19,0.00,0.82,45.735222,-61.909607,40.50,4544.11,0.13,17:39:25.20
1396571,36.66,100633.98,57.66,0.92,12.79,-1.05,-0.25,8.73,-1.33,0.00,0.82,45.735222,-61.909607,40.50,4544.11,0.07,17:39:25.30
1396631,36.66,100596.38,60.80,1.79,12.69,-0.60,-0.74,8.45,0.50,0.00,0.82,45.735222,-61.909607,40.50,4544.11,0.07,17:39:25.30
1396691,36.65,100555.52,64.22,-0.09,12.39,-2.84,-0.99,8.57,0.98,0.00,0.82,45.735222,-61.909607,40.50,4544.11,0.07,17:39:25.40
1396751,36.65,100503.38,68.59,-0.02,12.73,-2.74,0.09,8.73,0.58,0.00,0.82,45.735222,-61.909607,40.50,4544.11,0.07,17:39:25.50
1396811,36.65,100474.72,70.99,-1.35,12.07,-0.99,0.12,8.73,0.63,0.00,0.82,45.735222,-61.909607,40.50,4544.11,0.07,17:39:25.50
1396871,36.65,100447.34,73.29,-0.77,11.50,-1.61,0.07,8.73,-0.32,0.00,0.82,45.735222,-61.909607,40.50,4544.11,0.22,17:39:25.60
1396931,36.64,100423.73,75.26,0.23,11.84,-1.75,0.00,8.73,-0.12,0.00,0.82,45.735222,-61.909607,40.50,4544.11,0.22,17:39:25.60
1396991,36.63,100393.82,77.77,-0.61,11.62,-0.25,-0.34,8.73,0.07,0.00,0.82,45.735226,-61.909607,40.50,4544.11,0.22,17:39:25.70
1397051,36.62,100364.67,80.22,0.76,10.79,-2.11,-0.22,8.73,-0.27,0.00,0.82,45.735222,-61.909607,40.50,4544.11,0.30,17:39:25.80
1397111,36.62,100345.79,81.80,1.81,0.66,-1.13,-0.12,8.73,0.47,0.00,0.82,45.735222,-61.909607,40.50,4544.11,0.30,17:39:25.80
1397171,36.61,100346.81,81.71,-0.71,-2.28,-1.97,-0.62,8.73,0.38,0.00,0.82,45.735226,-61.909607,40.50,322.91,1.43,17:39:25.90
1397231,36.61,100325.91,83.47,0.57,-2.66,-1.33,0.29,8.73,-0.10,0.00,0.82,45.735226,-61.909607,40.50,322.91,1.43,17:39:25.90
1397291,36.60,100302.03,85.47,0.01,-2.54,-0.85,-0.18,8.73,-0.03,0.00,0.82,45.735226,-61.909603,40.50,39.05,11.72,17:39:26.00
1397351,36.60,100265.99,88.49,1.02,-2.57,-1.62,-0.63,8.73,0.07,0.00,0.82,45.735226,-61.909603,40.50,39.05,11.72,17:39:26.00
1397411,36.61,100228.59,91.63,0.73,-2.28,-0.79,-0.50,8.73,0.43,0.00,0.82,45.735226,-61.909603,40.50,39.05,11.72,17:39:26.00
1397471,36.61,100196.53,94.32,0.10,-2.30,-1.00,-0.68,8.73,0.02,0.00,1.02,45.735229,-61.909595,40.80,39.05,11.72,17:39:26.10
1397531,36.62,100183.41,96.20,0.64,-2.27,-1.36,-0.59,8.59,-0.15,0.00,1.02,45.735233,-61.909588,40.80,56.58,27.32,17:39:26.20
1397591,36.62,100168.20,97.21,1.15,-2.11,-1.20,-0.30,8.48,0.28,0.00,1.02,45.735233,-61.909588,40.80,56.58,27.32,17:39:26.20
1397651,36.61,100152.98,97.98,0.00,-2.00,-1.47,-0.51,8.24,0.36,0.00,1.02,45.735233,-61.909576,40.90,56.58,27.32,17:39:26.30
1397711,36.61,100131.73,99.77,0.15,-2.02,-1.61,-0.03,8.00,0.09,0.00,1.02,45.735233,-61.909576,40.90,56.58,27.32,17:39:26.30
1397771,36.61,100109.41,101.64,0.50,-1.91,-0.79,0.14,8.08,0.25,0.00,1.02,45.735245,-61.909554,40.90,61.17,36.91,17:39:26.50
1397833,36.61,100088.65,103.39,-0.25,-1.81,-0.84,-0.42,7.83,0.20,0.00,1.02,45.735245,-61.909554,40.90,61.17,36.91,17:39:26.50
1397891,36.61,100062.48,105.59,0.33,-1.78,-1.05,-0.31,7.77,-0.20,0.00,0.93,45.735249,-61.909538,41.10,61.17,36.91,17:39:26.60
1397951,36.61,100037.88,107.65,1.02,-1.70,-0.90,-0.17,7.68,0.24,0.00,0.93,45.735249,-61.909538,41.10,61.17,36.91,17:39:26.60
1398011,36.61,100014.29,109.64,0.20,-1.62,-0.93,-0.44,7.55,0.43,0.00,0.93,45.735256,-61.909531,41.10,55.44,36.56,17:39:26.70
1398071,36.62,99991.23,111.58,0.34,-1.56,-1.13,-0.30,7.37,0.14,0.00,0.93,45.735256,-61.909531,41.10,55.44,36.56,17:39:26.70
1398131,36.62,99961.22,114.10,0.39,-1.51,-0.87,-0.24,7.16,0.08,0.00,0.93,45.735256,-61.909531,41.10,55.44,36.56,17:39:26.70
1398191,36.62,99926.09,117.06,-0.21,-1.39,-0.36,-0.30,7.02,-0.17,0.00,0.93,45.735256,-61.909531,41.10,55.44,36.56,17:39:26.70
1398251,36.63,99906.27,118.73,0.77,-1.36,-0.26,-0.37,7.23,-0.28,0.00,1.03,45.735264,-61.909512,41.30,55.44,36.56,17:39:26.90
1398311,36.63,99884.31,120.57,0.71,-1.27,-0.59,-0.82,6.74,-0.00,0.00,1.03,45.735271,-61.909500,41.30,51.51,36.34,17:39:27.00
1398371,36.63,99871.48,121.65,0.69,-1.22,-1.16,-0.83,6.24,0.24,0.00,1.03,45.735279,-61.909492,41.30,48.59,38.84,17:39:27.10
1398431,36.63,99860.05,122.61,0.51,-1.21,-1.58,-0.29,6.22,0.29,0.00,1.03,45.735279,-61.909492,41.30,48.59,38.84,17:39:27.10
1398491,36.62,99845.37,123.85,-0.02,-1.12,-1.18,0.30,6.24,0.36,0.00,1.03,45.735279,-61.909492,41.30,48.59,38.84,17:39:27.10
1398551,36.61,99836.65,124.59,-0.56,-1.01,-0.46,0.26,6.16,-0.01,0.00,1.03,45.735287,-61.909481,41.60,48.59,38.84,17:39:27.20
1398611,36.61,99817.23,126.22,-0.35,-1.04,-0.59,0.14,6.36,-0.63,0.00,1.03,45.735294,-61.909470,41.60,45.46,39.74,17:39:27.30
1398671,36.61,99798.21,127.82,0.32,-1.04,-0.50,0.23,6.15,-0.80,0.00,1.03,45.735294,-61.909470,41.60,45.46,39.74,17:39:27.30
1398731,36.61,99782.21,129.17,1.00,-0.91,-0.00,-0.02,5.74,-0.15,0.00,0.94,45.735302,-61.909462,41.90,45.46,39.74,17:39:27.40
1398791,36.60,99764.93,130.63,0.61,-0.84,-0.40,-0.52,5.42,0.31,0.00,0.94,45.735302,-61.909462,41.90,45.46,39.74,17:39:27.40
1398851,36.60,99749.39,131.94,0.29,-0.85,-0.97,-0.64,5.21,0.29,0.00,0.94,45.735302,-61.909462,41.90,45.46,39.74,17:39:27.40
1398911,36.59,99732.85,133.33,0.35,-0.81,-1.17,-0.29,5.18,0.22,0.00,0.94,45.735317,-61.909435,41.90,42.11,48.34,17:39:27.60
1398971,36.59,99716.05,134.75,0.48,-0.75,-0.88,0.00,5.15,0.41,0.00,0.94,45.735317,-61.909435,41.90,42.11,48.34,17:39:27.60
1399031,36.59,99700.91,136.02,0.21,-0.67,-0.54,-0.07,4.97,0.53,0.00,0.97,45.735332,-61.909424,42.60,42.11,48.34,17:39:27.70
1399091,36.58,99685.34,137.34,-0.06,-0.63,-0.39,-0.32,4.77,0.36,0.00,0.94,45.735340,-61.909409,42.70,42.11,48.34,17:39:27.80
1399151,36.58,99669.27,139.24,0.09,-0.62,-0.55,-0.44,4.77,-0.01,0.00,0.94,45.735355,-61.909393,42.70,39.68,61.45,17:39:27.90
1399211,36.59,99652.70,141.04,0.32,-0.58,-0.48,-0.38,4.52,-0.10,0.00,0.94,45.735355,-61.909393,42.70,39.68,61.45,17:39:27.90
1399271,36.58,99632.18,141.82,0.37,-0.60,-0.32,-0.44,4.41,-0.09,0.00,0.94,45.735367,-61.909382,42.70,39.57,59.62,17:39:28.00
1399331,36.59,99618.05,143.01,0.44,-0.51,-0.33,-0.60,4.24,-0.05,0.00,0.94,45.735367,-61.909382,42.70,39.57,59.62,17:39:28.00
1399391,36.60,99600.16,144.52,0.19,-0.52,-0.30,-0.81,4.14,0.01,0.00,0.94,45.735374,-61.909367,42.70,41.84,57.39,17:39:28.10
1399451,36.60,99591.92,145.21,0.54,-0.46,-0.49,-0.91,3.90,-0.05,0.00,0.94,45.735374,-61.909367,42.70,41.84,57.39,17:39:28.10
1399511,36.60,99584.09,145.88,0.12,-0.47,-0.99,-0.60,4.18,-0.17,0.00,0.96,45.735386,-61.909355,43.50,41.84,57.39,17:39:28.20
1399571,36.61,99577.46,146.43,0.15,-0.46,-0.94,-0.02,3.93,-0.27,0.00,0.96,45.735397,-61.909344,43.50,39.96,56.93,17:39:28.30
1399631,36.60,99575.04,146.64,0.03,-0.38,-0.57,0.36,3.78,-0.28,0.00,0.96,45.735397,-61.909344,43.50,39.96,56.93,17:39:28.30
1399691,36.60,99570.56,147.02,0.13,-0.37,-0.23,0.34,3.79,-0.36,0.00,0.96,45.735397,-61.909344,43.50,39.96,56.93,17:39:28.30
1399751,36.59,99566.78,147.34,0.10,-0.33,-0.14,0.10,3.76,-0.34,0.00,0.94,45.735409,-61.909328,43.80,39.96,56.93,17:39:28.40
1399811,36.59,99561.99,147.74,-0.00,-0.30,-0.23,-0.16,3.84,-0.46,0.00,0.94,45.735420,-61.909317,43.80,40.60,57.04,17:39:28.50
1399871,36.59,99552.41,148.55,-0.06,-0.30,-0.37,-0.24,3.94,-0.73,0.00,0.94,45.735367,-61.909317,43.80,30.25,33.63,17:39:28.60
1399931,36.58,99545.23,149.15,0.27,-0.28,-0.42,-0.13,3.85,-0.86,0.00,0.94,45.735367,-61.909317,43.80,30.25,33.63,17:39:28.60
1399991,36.58,99536.88,149.86,0.59,-0.31,-0.44,-0.02,3.77,-0.60,0.00,0.94,45.735367,-61.909317,43.80,30.25,33.63,17:39:28.60
1400052,36.58,99528.70,150.55,0.61,-0.27,-0.36,-0.03,3.51,-0.16,0.00,0.98,45.735352,-61.909393,90.40,30.25,33.63,17:39:28.70
1400112,36.58,99523.38,151.00,0.53,-0.25,-0.47,-0.12,3.19,0.19,0.00,0.98,45.735352,-61.909393,90.40,30.25,33.63,17:39:28.70
1400172,36.58,99517.68,151.48,0.49,-0.24,-0.56,-0.13,3.00,0.48,0.00,0.98,45.735352,-61.909393,90.40,30.25,33.63,17:39:28.70
